Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission,TotalScreenTime,ConsumptionScore,AirTravelScore,TravelIntensity,WasteSizeScore,WasteScore,Glass,Plastic,Metal,Paper,Oven,Microwave,Grill,Airfryer,Stove
overweight,male,vegetarian,more frequently,natural gas,private,diesel,often,0.5823293172690763,frequently,0.048604860486048604,extra large,1,9,0.06,16,Yes,1894,25,0.6423293172690763,0.6666666666666666,0.7152715271527152,4,4,0,1,0,1,1,1,1,1,0
underweight,female,omnivore,less frequently,coal,walk/bicycle,,never,0.5542168674698795,very frequently,0.0,large,6,9,0.72,18,Sometimes,2647,27,1.2742168674698795,1.0,1.0,3,18,1,0,1,1,1,1,0,0,1
obese,female,vegetarian,twice a day,electricity,walk/bicycle,,often,0.0963855421686747,rarely,0.005700570057005701,medium,2,3,0.9400000000000001,15,Yes,1581,18,1.0363855421686747,0.3333333333333333,0.339033903390339,2,4,0,1,0,0,1,1,0,0,0
normal,female,vegetarian,more frequently,wood,public,,sometimes,0.17670682730923695,frequently,0.05750575057505751,small,5,14,0.44,2,Yes,1543,16,0.616706827309237,0.6666666666666666,0.7241724172417241,1,5,1,1,0,0,1,0,1,1,0
normal,male,pescatarian,less frequently,wood,public,,sometimes,0.24096385542168672,rarely,0.1483148314831483,extra large,4,22,0.7000000000000001,8,Sometimes,1862,30,0.9409638554216868,0.3333333333333333,0.48164816481648165,4,16,1,0,1,0,1,0,0,0,0
normal,male,omnivore,daily,coal,private,diesel,often,0.8875502008032129,frequently,0.7545754575457546,medium,5,19,0.0,18,Sometimes,3946,37,0.8875502008032129,0.6666666666666666,1.4212421242124211,2,10,0,1,1,0,1,1,0,0,0
obese,male,vegetarian,more frequently,coal,public,,never,0.2008032128514056,never,0.020102010201020103,medium,3,16,0.52,6,No,1878,22,0.7208032128514056,0.0,0.020102010201020103,2,6,1,1,0,0,1,0,1,1,1
obese,male,pescatarian,twice a day,wood,public,,sometimes,0.967871485943775,never,0.046804680468046804,small,7,1,0.62,9,Yes,1782,10,1.587871485943775,0.0,0.046804680468046804,1,7,0,0,0,1,0,1,1,1,0
overweight,male,omnivore,more frequently,electricity,walk/bicycle,,sometimes,0.7670682730923695,frequently,0.0017001700170017002,small,4,20,0.06,6,No,1653,26,0.8270682730923695,0.6666666666666666,0.6683668366836684,1,4,0,1,0,1,1,1,0,0,0
normal,male,vegan,twice a day,electricity,walk/bicycle,,never,0.4056224899598394,very frequently,0.0051005100510051,small,5,1,0.24,11,No,1997,12,0.6456224899598394,1.0,1.005100510051005,1,5,1,0,1,0,0,1,1,1,1
overweight,male,vegetarian,more frequently,natural gas,private,lpg,often,0.16465863453815263,very frequently,0.8722872287228723,large,6,4,0.68,12,Sometimes,5964,16,0.8446586345381527,1.0,1.8722872287228722,3,18,1,0,1,0,0,1,0,0,1
overweight,male,vegetarian,twice a day,natural gas,private,lpg,never,0.5783132530120482,never,0.39723972397239726,medium,7,1,0.18,23,Yes,2680,24,0.7583132530120482,0.0,0.39723972397239726,2,14,0,0,1,0,1,0,0,0,1
obese,female,omnivore,less frequently,electricity,walk/bicycle,,often,0.4337349397590361,frequently,0.0051005100510051,extra large,1,14,0.08,3,Yes,1559,17,0.5137349397590361,0.6666666666666666,0.6717671767176717,4,4,0,1,0,0,1,0,1,1,0
obese,male,omnivore,twice a day,natural gas,walk/bicycle,,never,0.9277108433734939,rarely,0.0027002700270027003,small,3,5,0.92,4,No,2137,9,1.847710843373494,0.3333333333333333,0.336033603360336,1,3,0,1,1,0,0,1,1,1,0
underweight,female,omnivore,daily,natural gas,private,lpg,sometimes,0.6224899598393574,never,0.0503050305030503,small,3,9,0.78,16,Yes,1232,25,1.4024899598393574,0.0,0.0503050305030503,1,3,1,1,0,1,0,1,1,1,0
overweight,female,vegetarian,twice a day,wood,public,,often,0.3413654618473896,never,0.036203620362036205,medium,2,16,0.36,21,Yes,1218,37,0.7013654618473896,0.0,0.036203620362036205,2,4,0,0,1,0,0,0,1,1,1
overweight,male,vegan,less frequently,coal,walk/bicycle,,often,0.6024096385542168,never,0.006200620062006201,extra large,7,20,0.4,20,Yes,2218,40,1.0024096385542167,0.0,0.006200620062006201,4,28,0,1,1,1,0,0,0,0,0
normal,male,omnivore,daily,wood,private,lpg,often,0.5823293172690763,never,0.9232923292329234,extra large,6,20,0.84,18,Sometimes,5064,38,1.4223293172690763,0.0,0.9232923292329234,4,24,0,0,0,0,0,1,1,1,1
obese,female,vegan,less frequently,natural gas,private,lpg,often,0.03614457831325302,rarely,0.32333233323332333,medium,4,15,0.62,3,Sometimes,2633,18,0.656144578313253,0.3333333333333333,0.6566656665666566,2,8,0,0,0,0,0,0,1,1,1
obese,male,vegetarian,twice a day,wood,private,lpg,sometimes,0.38152610441767065,very frequently,0.665966596659666,extra large,2,20,0.5,15,No,5502,35,0.8815261044176707,1.0,1.665966596659666,4,8,0,1,1,0,0,1,1,1,0
obese,female,omnivore,twice a day,wood,walk/bicycle,,often,0.4257028112449799,frequently,0.008600860086008601,extra large,7,10,1.0,4,No,2960,14,1.4257028112449799,0.6666666666666666,0.6752675267526752,4,28,1,0,1,1,0,1,0,0,0
normal,female,pescatarian,daily,electricity,walk/bicycle,,often,0.8514056224899599,rarely,0.008500850085008501,extra large,1,11,0.46,14,Sometimes,1156,25,1.31140562248996,0.3333333333333333,0.3418341834183418,4,4,1,1,0,0,0,0,1,1,0
normal,male,vegan,less frequently,natural gas,public,,sometimes,0.285140562248996,frequently,0.1405140514051405,extra large,4,10,0.48,13,Yes,1877,23,0.765140562248996,0.6666666666666666,0.8071807180718071,4,16,1,1,1,1,1,0,0,0,0
overweight,female,omnivore,twice a day,wood,walk/bicycle,,sometimes,0.7349397590361445,rarely,0.0005000500050005,extra large,4,10,0.86,21,No,2184,31,1.5949397590361445,0.3333333333333333,0.3338333833383338,4,16,0,1,1,0,1,1,0,0,1
underweight,female,vegetarian,twice a day,coal,walk/bicycle,,never,0.7028112449799196,rarely,0.0012001200120012002,large,1,18,0.1,16,Sometimes,1009,34,0.8028112449799196,0.3333333333333333,0.3345334533453345,3,3,1,0,0,1,1,0,1,1,1
overweight,male,omnivore,twice a day,natural gas,public,,never,0.24899598393574293,rarely,0.04590459045904591,small,4,5,0.92,12,Sometimes,1965,17,1.1689959839357429,0.3333333333333333,0.3792379237923792,1,4,1,0,0,0,0,0,0,0,1
overweight,male,vegetarian,more frequently,electricity,public,,sometimes,0.321285140562249,never,0.17481748174817482,small,3,16,0.74,1,Sometimes,1098,17,1.061285140562249,0.0,0.17481748174817482,1,3,1,0,1,0,1,0,0,0,0
obese,female,omnivore,more frequently,wood,walk/bicycle,,never,0.02409638554216867,rarely,0.0070007000700070005,extra large,2,9,0.18,12,Yes,1152,21,0.20409638554216866,0.3333333333333333,0.34033403340334034,4,8,0,0,1,0,1,1,0,0,0
overweight,male,vegan,more frequently,natural gas,private,hybrid,often,0.3855421686746988,very frequently,0.20542054205420543,small,1,13,0.14,12,Yes,2751,25,0.5255421686746988,1.0,1.2054205420542055,1,1,0,0,1,0,0,1,1,1,0
underweight,male,omnivore,less frequently,wood,private,electric,often,0.9397590361445783,frequently,0.5095509550955095,medium,4,21,0.18,2,No,1674,23,1.1197590361445784,0.6666666666666666,1.1762176217621763,2,8,1,1,1,1,0,1,0,0,0
normal,female,vegetarian,daily,natural gas,private,electric,never,0.7590361445783133,rarely,0.38503850385038507,large,5,21,0.9,18,No,1961,39,1.6590361445783133,0.3333333333333333,0.7183718371837184,3,15,1,0,0,0,1,1,1,1,1
underweight,female,vegan,more frequently,wood,public,,never,0.9518072289156626,rarely,0.10131013101310131,large,7,3,0.18,16,Sometimes,1447,19,1.1318072289156627,0.3333333333333333,0.43464346434643464,3,21,0,1,1,0,0,0,1,1,0
overweight,female,omnivore,twice a day,coal,walk/bicycle,,sometimes,0.008032128514056242,rarely,0.009200920092009202,extra large,7,3,0.24,9,No,1811,12,0.24803212851405623,0.3333333333333333,0.3425342534253425,4,28,1,1,1,1,1,0,1,1,1
underweight,male,omnivore,daily,electricity,walk/bicycle,,sometimes,0.13253012048192772,very frequently,0.00040004000400040005,extra large,4,7,0.08,24,Sometimes,2476,31,0.2125301204819277,1.0,1.0004000400040003,4,16,1,0,0,0,1,0,1,1,1
underweight,male,vegan,less frequently,coal,public,,sometimes,0.5742971887550201,very frequently,0.0894089408940894,medium,2,23,0.6,24,No,2637,47,1.1742971887550202,1.0,1.0894089408940895,2,4,0,1,1,1,1,0,0,0,0
obese,male,vegetarian,daily,coal,public,,sometimes,0.8755020080321284,frequently,0.13931393139313933,extra large,7,6,0.6,23,No,3738,29,1.4755020080321284,0.6666666666666666,0.8059805980598059,4,28,0,1,0,1,0,0,1,1,1
obese,male,omnivore,daily,coal,private,petrol,often,0.16064257028112447,rarely,0.623962396239624,medium,3,10,0.56,8,Yes,4723,18,0.7206425702811246,0.3333333333333333,0.9572957295729574,2,6,1,0,1,0,1,0,0,0,1
obese,male,omnivore,daily,wood,private,petrol,sometimes,0.3855421686746988,frequently,0.5278527852785279,small,6,2,0.66,7,Sometimes,5106,9,1.0455421686746988,0.6666666666666666,1.1945194519451945,1,6,1,1,0,0,1,1,1,1,1
normal,male,pescatarian,less frequently,natural gas,private,hybrid,never,0.8072289156626505,never,0.012501250125012502,small,4,22,0.56,5,No,1268,27,1.3672289156626505,0.0,0.012501250125012502,1,4,1,1,0,0,0,1,0,0,1
overweight,female,vegan,more frequently,wood,public,,never,0.5261044176706827,never,0.13061306130613062,extra large,7,21,0.9400000000000001,1,Sometimes,2135,22,1.4661044176706828,0.0,0.13061306130613062,4,28,1,1,0,0,0,0,0,0,1
underweight,female,vegetarian,twice a day,electricity,private,electric,never,0.020080321285140562,very frequently,0.4458445844584459,extra large,5,0,1.0,5,Yes,2310,5,1.0200803212851406,1.0,1.4458445844584458,4,20,0,1,0,1,0,1,1,1,1
obese,female,pescatarian,less frequently,electricity,walk/bicycle,,often,0.7911646586345381,rarely,0.0049004900490049,extra large,5,7,0.22,2,No,1684,9,1.0111646586345382,0.3333333333333333,0.3382338233823382,4,20,0,0,1,0,1,0,0,0,1
overweight,male,vegan,twice a day,electricity,public,,never,0.7991967871485943,frequently,0.032403240324032405,medium,2,2,0.72,20,Sometimes,1941,22,1.5191967871485943,0.6666666666666666,0.699069906990699,2,4,0,1,0,1,1,1,0,0,1
obese,female,pescatarian,twice a day,electricity,private,electric,sometimes,0.11646586345381524,frequently,0.9384938493849385,large,2,23,0.76,6,Yes,1861,29,0.8764658634538153,0.6666666666666666,1.6051605160516051,3,6,0,1,0,1,1,0,1,1,0
underweight,male,pescatarian,twice a day,natural gas,walk/bicycle,,often,0.8152610441767069,never,0.0034003400340034003,large,5,2,1.0,21,Sometimes,1964,23,1.8152610441767068,0.0,0.0034003400340034003,3,15,1,0,0,1,1,0,0,0,0
overweight,male,pescatarian,daily,wood,private,hybrid,often,0.7590361445783133,rarely,0.8101810181018102,large,3,12,0.54,18,Yes,3397,30,1.2990361445783134,0.3333333333333333,1.1435143514351436,3,9,1,0,0,1,0,1,1,1,0
obese,male,omnivore,daily,coal,public,,often,0.3855421686746988,rarely,0.04220422042204221,extra large,4,17,0.74,21,Sometimes,2717,38,1.125542168674699,0.3333333333333333,0.3755375537553755,4,16,1,1,1,1,1,1,1,1,0
underweight,male,vegan,more frequently,natural gas,walk/bicycle,,never,0.4899598393574297,rarely,0.007300730073007301,small,3,20,0.28,3,Sometimes,698,23,0.7699598393574297,0.3333333333333333,0.3406340634063406,1,3,1,1,1,1,0,0,0,0,0
normal,male,vegan,daily,wood,private,diesel,never,0.2811244979919678,very frequently,0.04630463046304631,extra large,2,1,0.88,1,No,2929,2,1.1611244979919677,1.0,1.0463046304630463,4,8,0,0,0,0,1,1,0,0,0
overweight,female,pescatarian,twice a day,electricity,private,diesel,often,0.6666666666666666,very frequently,0.8107810781078109,large,6,10,0.68,12,Sometimes,4693,22,1.3466666666666667,1.0,1.8107810781078109,3,18,1,1,0,1,0,0,1,1,1
overweight,female,vegetarian,less frequently,natural gas,walk/bicycle,,never,0.14056224899598393,very frequently,0.006200620062006201,large,3,7,0.84,0,Sometimes,2618,7,0.9805622489959839,1.0,1.0062006200620062,3,9,0,1,0,0,0,1,1,1,1
overweight,female,pescatarian,more frequently,coal,public,,often,0.22088353413654618,rarely,0.09550955095509552,medium,6,15,0.64,22,Sometimes,2032,37,0.8608835341365462,0.3333333333333333,0.4288428842884288,2,12,1,1,1,0,1,0,0,0,0
obese,female,omnivore,less frequently,wood,private,lpg,often,0.6224899598393574,very frequently,0.34703470347034704,medium,4,17,0.92,16,Yes,4378,33,1.5424899598393575,1.0,1.3470347034703472,2,8,0,0,0,0,1,0,0,0,0
underweight,male,vegetarian,more frequently,coal,walk/bicycle,,sometimes,0.714859437751004,frequently,0.00010001000100010001,small,3,24,0.38,3,No,1978,27,1.094859437751004,0.6666666666666666,0.6667666766676668,1,3,0,1,0,0,0,1,0,0,0
overweight,female,vegan,less frequently,natural gas,walk/bicycle,,never,0.12851405622489961,very frequently,0.009600960096009602,medium,1,2,0.14,22,Yes,1821,24,0.26851405622489966,1.0,1.0096009600960096,2,2,0,1,1,0,0,0,1,1,0
underweight,male,vegan,less frequently,coal,walk/bicycle,,never,0.8875502008032129,frequently,0.007200720072007201,large,2,14,0.58,15,Sometimes,2114,29,1.4675502008032129,0.6666666666666666,0.6738673867386739,3,6,0,0,0,0,0,0,0,0,0
underweight,male,pescatarian,more frequently,wood,walk/bicycle,,sometimes,0.8795180722891566,rarely,0.005000500050005001,medium,4,7,0.58,3,Sometimes,1430,10,1.4595180722891565,0.3333333333333333,0.33833383338333833,2,8,1,1,0,1,1,1,0,0,0
obese,female,omnivore,daily,natural gas,walk/bicycle,,often,0.7871485943775101,rarely,0.009400940094009401,large,5,19,0.16,0,Yes,1879,19,0.9471485943775101,0.3333333333333333,0.3427342734273427,3,15,0,0,1,0,1,1,0,0,1
overweight,female,omnivore,more frequently,electricity,walk/bicycle,,often,0.26104417670682734,never,0.0,large,5,22,0.52,23,No,1365,45,0.7810441767068274,0.0,0.0,3,15,0,1,1,1,0,1,0,0,1
underweight,female,vegan,more frequently,electricity,walk/bicycle,,sometimes,0.8433734939759036,frequently,0.008500850085008501,medium,7,16,0.88,24,Sometimes,1786,40,1.7233734939759036,0.6666666666666666,0.6751675167516751,2,14,0,1,0,1,0,0,1,1,0
normal,male,pescatarian,less frequently,wood,public,,sometimes,0.5582329317269076,rarely,0.07140714071407141,large,1,22,0.8200000000000001,16,Sometimes,1657,38,1.3782329317269078,0.3333333333333333,0.4047404740474047,3,3,0,0,0,1,1,0,1,1,0
underweight,male,vegetarian,daily,natural gas,public,,never,0.40963855421686746,never,0.10471047104710471,extra large,6,11,0.42,5,Yes,1434,16,0.8296385542168674,0.0,0.10471047104710471,4,24,0,0,1,1,0,0,1,1,1
overweight,male,omnivore,daily,electricity,public,,sometimes,0.7068273092369478,very frequently,0.1276127612761276,large,5,8,0.28,4,No,2738,12,0.9868273092369478,1.0,1.1276127612761275,3,15,0,1,1,1,0,0,0,0,1
obese,male,vegan,less frequently,electricity,private,hybrid,sometimes,0.14859437751004015,very frequently,0.7656765676567657,extra large,5,0,0.72,4,Sometimes,4633,4,0.8685943775100401,1.0,1.7656765676567656,4,20,1,1,0,0,1,0,0,0,1
overweight,female,omnivore,twice a day,natural gas,public,,sometimes,0.12851405622489961,very frequently,0.030203020302030203,large,5,2,0.62,10,No,2808,12,0.7485140562248996,1.0,1.0302030203020303,3,15,0,1,0,1,1,0,1,1,1
normal,female,omnivore,twice a day,coal,walk/bicycle,,sometimes,0.18473895582329317,rarely,0.007600760076007601,medium,5,8,0.92,11,Sometimes,1609,19,1.1047389558232932,0.3333333333333333,0.3409340934093409,2,10,0,1,1,1,0,0,1,1,0
overweight,male,pescatarian,more frequently,wood,public,,often,0.7228915662650602,frequently,0.16931693169316933,extra large,6,8,0.0,10,No,2626,18,0.7228915662650602,0.6666666666666666,0.8359835983598359,4,24,0,1,1,0,1,0,0,0,1
obese,male,vegetarian,more frequently,natural gas,walk/bicycle,,often,0.5943775100401606,never,0.0006000600060006001,medium,6,18,0.68,1,Yes,1908,19,1.2743775100401606,0.0,0.0006000600060006001,2,12,0,0,0,1,1,0,0,0,0
overweight,male,vegetarian,twice a day,electricity,walk/bicycle,,sometimes,0.3373493975903614,very frequently,0.00040004000400040005,large,6,4,0.72,18,Yes,3131,22,1.0573493975903614,1.0,1.0004000400040003,3,18,1,0,1,0,1,0,1,1,0
overweight,male,omnivore,daily,electricity,public,,sometimes,0.7791164658634537,frequently,0.08830883088308832,medium,2,0,0.72,10,Yes,2255,10,1.4991164658634537,0.6666666666666666,0.7549754975497549,2,4,0,1,0,0,0,0,1,1,1
normal,female,pescatarian,less frequently,natural gas,public,,sometimes,0.4056224899598394,rarely,0.12021202120212021,small,3,9,0.0,4,No,783,13,0.4056224899598394,0.3333333333333333,0.4535453545354535,1,3,1,1,1,0,1,0,0,0,1
underweight,male,pescatarian,daily,natural gas,private,lpg,never,0.0923694779116466,never,0.15361536153615363,extra large,5,23,0.02,0,Sometimes,1518,23,0.1123694779116466,0.0,0.15361536153615363,4,20,0,0,1,0,0,1,0,0,0
normal,male,omnivore,twice a day,electricity,walk/bicycle,,often,0.3413654618473896,rarely,0.0047004700470047005,extra large,6,16,0.48,0,Yes,1692,16,0.8213654618473896,0.3333333333333333,0.338033803380338,4,24,1,0,1,0,0,1,0,0,0
obese,male,vegan,twice a day,coal,public,,sometimes,0.27710843373493976,very frequently,0.054105410541054104,medium,7,3,0.68,5,No,4038,8,0.9571084337349398,1.0,1.054105410541054,2,14,0,1,0,0,1,1,0,0,1
normal,male,vegan,twice a day,coal,walk/bicycle,,never,0.26907630522088355,never,0.009200920092009202,medium,1,18,0.8,8,Yes,1417,26,1.0690763052208836,0.0,0.009200920092009202,2,2,1,0,0,0,0,0,0,0,1
underweight,female,pescatarian,more frequently,electricity,private,lpg,sometimes,0.8755020080321284,very frequently,0.31833183318331837,small,4,15,0.14,5,Sometimes,2509,20,1.0155020080321284,1.0,1.3183318331833185,1,4,1,1,0,0,1,1,1,1,1
normal,female,vegan,more frequently,electricity,private,electric,never,0.17269076305220885,rarely,0.6192619261926193,large,5,6,0.52,21,Yes,1103,27,0.6926907630522089,0.3333333333333333,0.9525952595259526,3,15,0,0,1,1,0,1,0,0,0
obese,female,pescatarian,less frequently,coal,walk/bicycle,,often,0.9076305220883533,very frequently,0.006800680068006801,large,3,15,0.0,13,Sometimes,2580,28,0.9076305220883533,1.0,1.0068006800680067,3,9,1,1,1,1,1,0,1,1,0
obese,female,pescatarian,less frequently,coal,public,,often,0.17670682730923695,rarely,0.16881688168816883,small,4,22,0.44,22,Sometimes,1914,44,0.616706827309237,0.3333333333333333,0.5021502150215021,1,4,0,0,1,0,0,1,1,1,0
normal,female,omnivore,more frequently,wood,private,hybrid,never,0.5903614457831325,rarely,0.0011001100110011,small,3,9,0.02,11,No,751,20,0.6103614457831326,0.3333333333333333,0.3344334433443344,1,3,1,1,1,1,0,0,0,0,0
obese,male,pescatarian,more frequently,electricity,private,lpg,never,0.44979919678714864,rarely,0.21192119211921193,large,2,3,0.58,11,Sometimes,2366,14,1.0297991967871485,0.3333333333333333,0.5452545254525453,3,6,0,0,0,0,1,1,0,0,1
overweight,female,pescatarian,daily,natural gas,walk/bicycle,,never,0.2048192771084337,never,0.007500750075007501,small,4,20,0.32,12,Yes,758,32,0.5248192771084337,0.0,0.007500750075007501,1,4,1,1,1,0,0,1,0,0,0
overweight,male,vegan,less frequently,coal,private,hybrid,never,0.16867469879518074,rarely,0.21802180218021802,small,4,4,0.06,14,Yes,1781,18,0.22867469879518074,0.3333333333333333,0.5513551355135513,1,4,0,0,0,0,1,1,0,0,0
overweight,female,vegetarian,twice a day,wood,private,petrol,often,0.048192771084337366,very frequently,0.8931893189318932,large,4,3,0.56,24,Yes,5517,27,0.6081927710843374,1.0,1.8931893189318934,3,12,0,0,1,1,0,1,0,0,0
obese,female,pescatarian,more frequently,coal,public,,often,0.714859437751004,never,0.149014901490149,medium,6,11,0.66,19,No,2199,30,1.3748594377510042,0.0,0.149014901490149,2,12,0,1,1,0,0,1,1,1,0
normal,male,pescatarian,less frequently,wood,public,,never,0.321285140562249,rarely,0.027202720272027203,medium,2,17,0.44,2,Sometimes,1204,19,0.7612851405622489,0.3333333333333333,0.3605360536053605,2,4,0,0,1,0,1,0,0,0,0
underweight,male,vegan,less frequently,coal,private,petrol,often,0.6224899598393574,very frequently,0.5095509550955095,extra large,2,10,0.0,14,Yes,4320,24,0.6224899598393574,1.0,1.5095509550955095,4,8,0,0,1,0,1,1,1,1,0
overweight,male,vegetarian,less frequently,coal,public,,often,0.9156626506024096,rarely,0.13881388138813883,small,5,22,0.06,7,Sometimes,1622,29,0.9756626506024095,0.3333333333333333,0.47214721472147214,1,5,1,1,0,1,1,0,0,0,1
normal,female,omnivore,twice a day,electricity,public,,never,0.4136546184738956,never,0.19931993199319933,large,6,8,0.7000000000000001,8,Yes,1347,16,1.1136546184738956,0.0,0.19931993199319933,3,18,1,1,1,0,1,1,0,0,0
underweight,male,pescatarian,twice a day,electricity,walk/bicycle,,often,0.5180722891566265,frequently,0.0023002300230023005,medium,7,1,0.64,17,Sometimes,1899,18,1.1580722891566264,0.6666666666666666,0.6689668966896689,2,14,1,1,1,1,1,1,0,0,1
overweight,male,vegan,less frequently,coal,public,,never,0.4457831325301205,rarely,0.1785178517851785,medium,6,6,0.58,14,Sometimes,1870,20,1.0257831325301203,0.3333333333333333,0.5118511851185118,2,12,0,0,1,1,0,0,1,1,1
obese,female,omnivore,daily,natural gas,private,electric,often,0.49397590361445787,rarely,0.7557755775577558,medium,4,4,0.26,19,No,1489,23,0.7539759036144579,0.3333333333333333,1.0891089108910892,2,8,0,1,1,1,0,1,1,1,0
overweight,female,vegan,daily,wood,walk/bicycle,,sometimes,0.5542168674698795,very frequently,0.0027002700270027003,medium,3,9,0.22,14,Yes,2210,23,0.7742168674698795,1.0,1.0027002700270027,2,6,1,1,0,0,1,1,0,0,1
underweight,male,omnivore,daily,coal,public,,sometimes,0.5060240963855421,very frequently,0.18011801180118012,small,2,15,0.78,4,Sometimes,2749,19,1.286024096385542,1.0,1.18011801180118,1,2,1,1,1,0,1,0,1,1,0
obese,male,omnivore,twice a day,electricity,public,,sometimes,0.5100401606425703,very frequently,0.17661766176617663,medium,2,14,0.04,2,No,2861,16,0.5500401606425703,1.0,1.1766176617661765,2,4,0,0,0,0,0,1,0,0,1
normal,male,vegetarian,twice a day,electricity,walk/bicycle,,often,0.08032128514056228,very frequently,0.0079007900790079,large,7,13,0.14,17,Yes,2438,30,0.2203212851405623,1.0,1.0079007900790078,3,21,0,1,0,1,0,0,1,1,0
overweight,female,pescatarian,twice a day,coal,walk/bicycle,,often,0.4337349397590361,frequently,0.0022002200220022,small,4,9,0.18,20,No,1872,29,0.6137349397590361,0.6666666666666666,0.6688668866886688,1,4,0,0,0,1,1,0,0,0,1
obese,female,pescatarian,daily,wood,public,,never,0.2248995983935743,rarely,0.19281928192819284,extra large,6,13,0.58,18,No,2001,31,0.8048995983935743,0.3333333333333333,0.5261526152615261,4,24,1,0,1,1,0,0,1,1,0
overweight,female,vegan,twice a day,wood,walk/bicycle,,often,0.22088353413654618,rarely,0.005000500050005001,large,6,3,0.26,6,No,1573,9,0.48088353413654616,0.3333333333333333,0.33833383338333833,3,18,0,1,0,0,0,1,0,0,0
normal,female,pescatarian,daily,natural gas,private,hybrid,sometimes,0.2008032128514056,very frequently,0.31623162316231623,extra large,3,16,0.54,23,No,2773,39,0.7408032128514056,1.0,1.3162316231623161,4,12,1,1,1,1,1,0,1,1,0
overweight,female,pescatarian,twice a day,coal,walk/bicycle,,often,0.5421686746987951,rarely,0.008100810081008101,medium,5,16,0.44,23,Sometimes,1765,39,0.9821686746987952,0.3333333333333333,0.3414341434143414,2,10,1,0,0,1,0,0,0,0,1
obese,female,omnivore,more frequently,electricity,walk/bicycle,,sometimes,0.9919678714859438,frequently,0.006900690069006901,large,3,6,0.0,22,No,1776,28,0.9919678714859438,0.6666666666666666,0.6735673567356736,3,9,0,1,0,1,0,1,1,1,0
obese,male,pescatarian,less frequently,natural gas,private,electric,sometimes,0.20883534136546186,never,0.19191919191919193,extra large,3,2,0.92,23,Sometimes,2253,25,1.128835341365462,0.0,0.19191919191919193,4,12,0,1,0,0,0,1,0,0,1
overweight,male,vegan,daily,coal,walk/bicycle,,sometimes,0.6827309236947791,very frequently,0.006900690069006901,extra large,5,18,0.46,8,Sometimes,3498,26,1.1427309236947791,1.0,1.006900690069007,4,20,1,0,1,0,0,1,1,1,0
overweight,female,pescatarian,twice a day,natural gas,public,,often,0.37349397590361444,frequently,0.0819081908190819,large,4,8,0.4,15,Sometimes,2010,23,0.7734939759036145,0.6666666666666666,0.7485748574857485,3,12,1,1,1,0,1,1,1,1,0
obese,male,pescatarian,twice a day,coal,walk/bicycle,,never,0.6345381526104418,frequently,0.0006000600060006001,medium,6,12,0.02,19,Yes,2299,31,0.6545381526104418,0.6666666666666666,0.6672667266726672,2,12,1,1,1,0,0,0,1,1,1
obese,female,pescatarian,daily,natural gas,walk/bicycle,,often,0.2248995983935743,frequently,0.009200920092009202,large,7,14,0.28,20,No,2774,34,0.5048995983935743,0.6666666666666666,0.6758675867586759,3,21,0,0,0,0,0,1,1,1,1
obese,male,pescatarian,daily,coal,walk/bicycle,,often,0.040160642570281124,never,0.0013001300130013002,medium,3,22,0.62,13,Yes,1755,35,0.6601606425702811,0.0,0.0013001300130013002,2,6,0,1,1,1,0,0,1,1,1
obese,male,pescatarian,more frequently,natural gas,walk/bicycle,,often,0.10441767068273092,frequently,0.006900690069006901,medium,3,19,0.76,7,No,2571,26,0.8644176706827309,0.6666666666666666,0.6735673567356736,2,6,0,1,0,0,0,0,1,1,0
obese,female,omnivore,less frequently,natural gas,public,,never,0.7349397590361445,rarely,0.10241024102410241,extra large,2,14,0.04,14,No,1548,28,0.7749397590361445,0.3333333333333333,0.4357435743574357,4,8,0,0,0,1,1,0,1,1,0
underweight,female,omnivore,more frequently,coal,public,,never,0.5421686746987951,frequently,0.0408040804080408,extra large,7,3,0.76,0,No,2538,3,1.302168674698795,0.6666666666666666,0.7074707470747075,4,28,0,0,1,0,1,0,0,0,0
normal,female,pescatarian,less frequently,electricity,public,,often,0.9919678714859438,never,0.13191319131913193,extra large,3,17,0.4,13,Sometimes,1281,30,1.3919678714859438,0.0,0.13191319131913193,4,12,1,0,0,1,1,0,1,1,1
obese,female,omnivore,twice a day,natural gas,private,lpg,sometimes,0.610441767068273,never,0.7598759875987598,small,5,19,0.88,6,Sometimes,3590,25,1.490441767068273,0.0,0.7598759875987598,1,5,1,0,1,1,1,0,0,0,1
obese,male,pescatarian,more frequently,wood,public,,never,0.8313253012048193,very frequently,0.10621062106210621,large,4,19,0.24,11,No,3320,30,1.0713253012048192,1.0,1.106210621062106,3,12,1,0,0,0,1,1,1,1,0
normal,female,vegetarian,less frequently,coal,walk/bicycle,,never,0.8915662650602408,never,0.0012001200120012002,large,1,4,0.14,1,No,738,5,1.0315662650602409,0.0,0.0012001200120012002,3,3,0,0,1,1,1,0,0,0,1
